make,model,engine_size,trim,num_doors,mileage,reg_year,transmission_type,fuel_type,price,is_electric
BMW,1 Series,1.5,116d Sport,2,65221,2016,Manual,Diesel,9400,0
BMW,1 Series,2.0,120d M Sport,2,77873,2015,Manual,Diesel,9950,0
BMW,1 Series,1.5,118i Sport,2,57371,2016,Manual,Petrol,10050,0
BMW,1 Series,2.0,118d M Sport,2,71342,2016,Manual,Diesel,10450,0
BMW,1 Series,1.5,118i M Sport,2,77767,2017,Manual,Petrol,11000,0
BMW,1 Series,1.5,118i M Sport Shadow Edition,2,40565,2019,Manual,Petrol,14900,0
BMW,2 Series,1.5,218i Sport Auto,2,68551,2016,Auto,Petrol,11500,0
BMW,1 Series,1.5,116d M Sport,2,40044,2016,Manual,Diesel,12200,0
BMW,2 Series,2.0,220d Sport Auto,2,67113,2016,Auto,Diesel,12050,0
BMW,1 Series,1.5,118i M Sport,2,45954,2016,Manual,Petrol,12150,0
BMW,1 Series,1.5,116d M Sport,2,60106,2018,Manual,Diesel,12150,0
BMW,2 Series,1.5,218i Sport Auto,2,52663,2016,Auto,Petrol,12700,0
BMW,1 Series,1.6,120i Sport Auto,2,37360,2016,Auto,Petrol,13250,0
BMW,1 Series,2.0,118d Sport,2,29395,2018,Manual,Diesel,13550,0
BMW,2 Series,1.5,218i Sport Auto,2,30934,2015,Auto,Petrol,13400,0
BMW,2 Series,2.0,218i M Sport Auto,2,14411,2021,Auto,Petrol,19600,0
BMW,4 Series,2.0,420i M Sport Auto,2,28949,2017,Auto,Petrol,17650,0
BMW,1 Series,1.5,118i Sport Auto,2,36599,2018,Auto,Petrol,13800,0
BMW,4 Series,3.0,430d M Sport Auto,2,88216,2016,Auto,Diesel,13850,0
BMW,2 Series,2.0,228i M Sport Auto,2,55000,2016,Auto,Petrol,13950,0
BMW,1 Series,2.0,118d M Sport Auto,2,36389,2016,Auto,Diesel,14450,0
BMW,4 Series,2.0,420i M Sport Auto xDrive,2,68724,2016,Auto,Petrol,14400,0
BMW,4 Series,2.0,420d M Sport,2,58207,2017,Manual,Diesel,14750,0
BMW,4 Series,2.0,420i M Sport Auto xDrive,2,76612,2017,Auto,Petrol,15100,0
BMW,4 Series,3.0,435d M Sport Auto xDrive,2,84615,2018,Auto,Diesel,19450,0
BMW,2 Series,3.0,M240i Auto,2,19774,2018,Auto,Petrol,21300,0
BMW,2 Series,1.5,218i M Sport Auto,2,28856,2017,Auto,Petrol,15800,0
BMW,2 Series,2.0,230i M Sport Auto,2,48740,2016,Auto,Petrol,15850,0
BMW,2 Series,3.0,M240i Auto,2,36462,2019,Auto,Petrol,21900,0
BMW,2 Series,3.0,M240i Auto,2,19093,2019,Auto,Petrol,22550,0
BMW,2 Series,2.0,220d M Sport Auto,2,25655,2017,Auto,Diesel,16550,0
BMW,1 Series,3.0,M140i Shadow Edition Auto,2,35708,2019,Auto,Petrol,22350,0
BMW,2 Series,2.0,220d M Sport Auto,2,35162,2017,Auto,Diesel,17050,0
BMW,1 Series,3.0,M135i Auto,2,24935,2016,Auto,Petrol,18100,0
BMW,2 Series,3.0,M235i Auto,2,38731,2016,Auto,Petrol,18650,0
BMW,2 Series,3.0,M240i Auto,2,39761,2016,Auto,Petrol,19100,0
BMW,2 Series,3.0,M240i Auto,2,33989,2016,Auto,Petrol,19400,0
BMW,6 Series,3.0,640d M Sport Auto,2,44754,2017,Auto,Diesel,21150,0
BMW,4 Series,3.0,430d M Sport Auto,2,19879,2017,Auto,Diesel,21500,0
BMW,6 Series,3.0,640d M Sport Auto,2,48658,2017,Auto,Diesel,21650,0
Fiat,500,1.2,Lounge,2,42568,2018,Manual,Petrol,7850,0
Vauxhall,Corsa,1.4,ecoTEC Griffin,2,68065,2019,Manual,Petrol,7300,0
Ford,Ka,1.2,Zetec White Edition,2,39307,2015,Manual,Petrol,6200,0
Peugeot,108,1.0,Active,2,21559,2019,Manual,Petrol,7550,0
Vauxhall,Corsa,1.4,ecoFLEX Energy (a/c),2,57918,2016,Manual,Petrol,6450,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,70234,2016,Manual,Petrol,6500,0
Ford,Fiesta,1.5,TDCi Titanium,2,64440,2018,Manual,Diesel,8550,0
Vauxhall,Corsa,1.4,ecoTEC Limited Edition,2,52488,2018,Manual,Petrol,8000,0
Fiat,500,0.9,TwinAir Lounge,2,36535,2016,Manual,Petrol,6750,0
Fiat,500,1.2,Lounge,2,25758,2018,Manual,Petrol,8550,0
Fiat,500,0.9,TwinAir Lounge,2,10609,2018,Manual,Petrol,8800,0
Vauxhall,Corsa,1.0,Turbo ecoFLEX Limited Edition,2,63188,2016,Manual,Petrol,6700,0
Vauxhall,Corsa,1.4,ecoTEC SRi Nav,2,50448,2019,Manual,Petrol,8050,0
Fiat,500,1.2,Lounge,2,45900,2017,Manual,Petrol,8350,0
Ford,Fiesta,1.0,EcoBoost Zetec,2,42197,2018,Manual,Petrol,8750,0
Seat,Mii,1.0,12v Mii by Cosmopolitan,2,28573,2017,Manual,Petrol,7000,0
Vauxhall,Corsa,1.4,Energy,2,47459,2019,Manual,Petrol,8100,0
Smart,fortwo,1.0,Passion Twinamic,2,21730,2018,Auto,Petrol,8600,0
Vauxhall,Astra GTC,1.6,CDTi ecoFLEX SRi,2,64970,2016,Manual,Diesel,6900,0
Vauxhall,Corsa,1.4,ecoTEC SRi Nav,2,21243,2018,Manual,Petrol,8700,0
DS,DS 3,1.2,PureTech Chic,2,45428,2016,Manual,Petrol,6950,0
Smart,fortwo,1.0,Prime,2,32187,2017,Manual,Petrol,6950,0
Fiat,500,1.2,Lounge,2,54130,2017,Manual,Petrol,6950,0
Toyota,AYGO,1.0,VVT-i x-clusiv x-wave,2,57097,2016,Manual,Petrol,6950,0
Toyota,AYGO,1.0,VVT-i x-play,2,45057,2017,Manual,Petrol,7000,0
DS,DS 3,1.2,PureTech Chic,2,47104,2016,Manual,Petrol,7000,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,76612,2016,Manual,Petrol,7050,0
Vauxhall,Corsa,1.4,ecoTEC Energy,2,17701,2018,Manual,Petrol,8650,0
Seat,Ibiza,1.4,Toca Sport Euro 5,2,29114,2016,Manual,Petrol,7100,0
Ford,Fiesta,1.25,Zetec,2,40774,2016,Manual,Petrol,7200,0
Ford,Ka,1.2,Zetec White Edition,2,27212,2016,Manual,Petrol,7250,0
Seat,Ibiza,1.2,TSI FR Sport,2,64301,2016,Manual,Petrol,7250,0
Ford,Fiesta,1.25,Zetec,2,45038,2017,Manual,Petrol,7250,0
Vauxhall,Corsa,1.4,ecoTEC Energy,2,22864,2019,Manual,Petrol,8800,0
DS,DS 3,1.2,PureTech Elegance,2,47787,2016,Manual,Petrol,7300,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,20742,2019,Manual,Petrol,9600,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,24248,2019,Manual,Petrol,9650,0
Vauxhall,Corsa,1.4,ecoTEC Energy,2,17870,2019,Manual,Petrol,8950,0
Vauxhall,ADAM,1.2,ENERGISED,2,32353,2019,Manual,Petrol,8950,0
Ford,Fiesta,1.0,EcoBoost Titanium,2,38175,2018,Manual,Petrol,9500,0
Vauxhall,Corsa,1.4,Turbo Black Edition,2,62632,2016,Manual,hybrid,7500,0
Volkswagen,Polo,1.2,TSI BlueMotion Tech SE,2,73594,2015,Manual,Petrol,7500,0
Fiat,500,1.2,Collezione Fall,2,26400,2019,Manual,Petrol,9550,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,49160,2016,Manual,Petrol,7550,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,70423,2016,Manual,Petrol,7550,0
Fiat,500,1.0,MHEV Lounge,2,11729,2021,Manual,Hybrid,10400,0
Ford,Fiesta,1.0,EcoBoost Titanium,2,34561,2018,Manual,Petrol,9800,0
Fiat,500,1.2,Lounge,2,21697,2017,Manual,Petrol,7700,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,49748,2016,Manual,Petrol,7750,0
Kia,Picanto,1.0,SR7,2,19985,2016,Manual,Petrol,7750,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,46877,2018,Manual,Petrol,10100,0
Peugeot,208,1.2,PureTech GT Line,2,56273,2016,Manual,Petrol,7800,0
Fiat,500,1.0,MHEV Star,2,14858,2020,Manual,Petrol,10450,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,35041,2017,Manual,Petrol,7850,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,11607,2016,Manual,Petrol,8000,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,56327,2018,Manual,Petrol,10050,0
Ford,Fiesta,1.1,Ti-VCT Zetec B&O Play Series,2,3196,2018,Manual,Petrol,10300,0
Vauxhall,Corsa,1.4,Turbo ecoTEC SRi VX Line,2,37504,2017,Manual,Petrol,7950,0
Vauxhall,ADAM,1.4,GLAM,2,26354,2016,Manual,Petrol,7950,0
DS,DS 3,1.2,PureTech Elegance,2,37241,2016,Manual,Petrol,7950,0
Ford,Fiesta,1.0,EcoBoost Zetec,2,22693,2016,Manual,Petrol,7950,0
Mini,Hatch,1.5,Cooper Classic,2,16198,2019,Manual,Petrol,11800,0
Ford,Ka,1.2,Zetec Black Edition,2,7066,2016,Manual,hybrid,8050,0
Vauxhall,Corsa,1.4,ecoFLEX Energy (a/c),2,18608,2017,Manual,Petrol,8050,0
Ford,Fiesta,1.25,Zetec Blue Edition,2,40900,2017,Manual,Petrol,8100,0
Seat,Leon,1.4,TSI FR Technology Sport,2,42126,2018,Manual,Petrol,11350,0
Vauxhall,ADAM,1.4,ROCKS AIR,2,25428,2015,Manual,Petrol,8150,0
Fiat,500,1.0,MHEV Sport,2,11114,2020,Manual,Petrol,10700,0
Mini,Hatch,1.5,Cooper,2,39568,2018,Manual,Petrol,11350,0
Abarth,595,1.4,T-Jet,2,29845,2018,Manual,Petrol,11000,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,22312,2016,Manual,Petrol,8250,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,39851,2017,Manual,Petrol,8300,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,52515,2016,Manual,Petrol,8300,0
Volkswagen,Polo,1.2,TSI BlueMotion Tech Match,2,79493,2016,Manual,Petrol,8350,0
Mini,Hatch,1.5,One Classic,2,64451,2020,Manual,Petrol,11250,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,37715,2016,Manual,Petrol,8400,0
Smart,fortwo,0.9,Prime (Premium) Twinamic,2,28936,2019,Auto,Petrol,10250,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,42360,2017,Manual,Petrol,8450,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,34418,2017,Manual,Petrol,8550,0
Mini,Hatch,1.2,One,2,40942,2016,Manual,Petrol,8550,0
Mini,Hatch,1.5,Cooper,2,27852,2016,Manual,Petrol,8800,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,42451,2018,Manual,Petrol,10900,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,20627,2018,Manual,Petrol,10950,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,46715,2019,Manual,Petrol,10750,0
Seat,Ibiza,1.2,TSI FR Sport,2,61162,2017,Manual,Petrol,8650,0
Smart,fortwo,1.0,Prime (Premium) Twinamic,2,31063,2017,Auto,Petrol,8650,0
Volkswagen,up!,1.0,High up!,2,8018,2016,Manual,Petrol,8700,0
Peugeot,208,1.6,THP GTi Prestige,2,41472,2015,Manual,Petrol,8850,0
Peugeot,208,1.6,THP GTi Prestige,2,54412,2016,Manual,Petrol,8950,0
Mini,Hatch,1.5,Cooper,2,31290,2018,Manual,Petrol,12200,0
Ford,Fiesta,1.0,EcoBoost Zetec B&O Play Series,2,13921,2018,Manual,Petrol,11350,0
Volkswagen,Polo,1.0,Match Edition,2,59043,2017,Manual,Petrol,9150,0
Ford,Fiesta,1.0,EcoBoost Titanium,2,34561,2018,Manual,Petrol,9800,0
Fiat,500,1.2,Lounge,2,21697,2017,Manual,Petrol,7700,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,49748,2016,Manual,Petrol,7750,0
Kia,Picanto,1.0,SR7,2,19985,2016,Manual,Petrol,7750,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,46877,2018,Manual,Petrol,10100,0
Peugeot,208,1.2,PureTech GT Line,2,56273,2016,Manual,Petrol,7800,0
Fiat,500,1.0,MHEV Star,2,14858,2020,Manual,Petrol,10450,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,35041,2017,Manual,Petrol,7850,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,11607,2016,Manual,Petrol,8000,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,56327,2018,Manual,Petrol,10050,0
Ford,Fiesta,1.1,Ti-VCT Zetec B&O Play Series,2,3196,2018,Manual,Petrol,10300,0
Vauxhall,Corsa,1.4,Turbo ecoTEC SRi VX Line,2,37504,2017,Manual,Petrol,7950,0
Vauxhall,ADAM,1.4,GLAM,2,26354,2016,Manual,Petrol,7950,0
DS,DS 3,1.2,PureTech Elegance,2,37241,2016,Manual,Petrol,7950,0
Ford,Fiesta,1.0,EcoBoost Zetec,2,22693,2016,Manual,Petrol,7950,0
Mini,Hatch,1.5,Cooper Classic,2,16198,2019,Manual,Petrol,11800,0
Ford,Ka,1.2,Zetec Black Edition,2,7066,2016,Manual,hybrid,8050,0
Vauxhall,Corsa,1.4,ecoFLEX Energy (a/c),2,18608,2017,Manual,Petrol,8050,0
Ford,Fiesta,1.25,Zetec Blue Edition,2,40900,2017,Manual,Petrol,8100,0
Seat,Leon,1.4,TSI FR Technology Sport,2,42126,2018,Manual,Petrol,11350,0
Vauxhall,ADAM,1.4,ROCKS AIR,2,25428,2015,Manual,Petrol,8150,0
Fiat,500,1.0,MHEV Sport,2,11114,2020,Manual,Petrol,10700,0
Mini,Hatch,1.5,Cooper,2,39568,2018,Manual,Petrol,11350,0
Abarth,595,1.4,T-Jet,2,29845,2018,Manual,Petrol,11000,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,22312,2016,Manual,Petrol,8250,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,39851,2017,Manual,Petrol,8300,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,52515,2016,Manual,Petrol,8300,0
Volkswagen,Polo,1.2,TSI BlueMotion Tech Match,2,79493,2016,Manual,Petrol,8350,0
Mini,Hatch,1.5,One Classic,2,64451,2020,Manual,Petrol,11250,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,37715,2016,Manual,Petrol,8400,0
Smart,fortwo,0.9,Prime (Premium) Twinamic,2,28936,2019,Auto,Petrol,10250,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,42360,2017,Manual,Petrol,8450,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,34418,2017,Manual,Petrol,8550,0
Mini,Hatch,1.2,One,2,40942,2016,Manual,Petrol,8550,0
Mini,Hatch,1.5,Cooper,2,27852,2016,Manual,Petrol,8800,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,42451,2018,Manual,Petrol,10900,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,20627,2018,Manual,Petrol,10950,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,46715,2019,Manual,Petrol,10750,0
Seat,Ibiza,1.2,TSI FR Sport,2,61162,2017,Manual,Petrol,8650,0
Smart,fortwo,1.0,Prime (Premium) Twinamic,2,31063,2017,Auto,Petrol,8650,0
Volkswagen,up!,1.0,High up!,2,8018,2016,Manual,Petrol,8700,0
Peugeot,208,1.6,THP GTi Prestige,2,41472,2015,Manual,Petrol,8850,0
Peugeot,208,1.6,THP GTi Prestige,2,54412,2016,Manual,Petrol,8950,0
Mini,Hatch,1.5,Cooper,2,31290,2018,Manual,Petrol,12200,0
Ford,Fiesta,1.0,EcoBoost Zetec B&O Play Series,2,13921,2018,Manual,Petrol,11350,0
Volkswagen,Polo,1.0,Match Edition,2,59043,2017,Manual,Petrol,9150,0
Ford,Fiesta,1.0,EcoBoost Titanium,2,34561,2018,Manual,Petrol,9800,0
Fiat,500,1.2,Lounge,2,21697,2017,Manual,Petrol,7700,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,49748,2016,Manual,Petrol,7750,0
Kia,Picanto,1.0,SR7,2,19985,2016,Manual,Petrol,7750,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,46877,2018,Manual,Petrol,10100,0
Peugeot,208,1.2,PureTech GT Line,2,56273,2016,Manual,Petrol,7800,0
Fiat,500,1.0,MHEV Star,2,14858,2020,Manual,Petrol,10450,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,35041,2017,Manual,Petrol,7850,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,11607,2016,Manual,Petrol,8000,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,56327,2018,Manual,Petrol,10050,0
Ford,Fiesta,1.1,Ti-VCT Zetec B&O Play Series,2,3196,2018,Manual,Petrol,10300,0
Vauxhall,Corsa,1.4,Turbo ecoTEC SRi VX Line,2,37504,2017,Manual,Petrol,7950,0
Vauxhall,ADAM,1.4,GLAM,2,26354,2016,Manual,Petrol,7950,0
DS,DS 3,1.2,PureTech Elegance,2,37241,2016,Manual,Petrol,7950,0
Ford,Fiesta,1.0,EcoBoost Zetec,2,22693,2016,Manual,Petrol,7950,0
Mini,Hatch,1.5,Cooper Classic,2,16198,2019,Manual,Petrol,11800,0
Ford,Ka,1.2,Zetec Black Edition,2,7066,2016,Manual,hybrid,8050,0
Vauxhall,Corsa,1.4,ecoFLEX Energy (a/c),2,18608,2017,Manual,Petrol,8050,0
Ford,Fiesta,1.25,Zetec Blue Edition,2,40900,2017,Manual,Petrol,8100,0
Seat,Leon,1.4,TSI FR Technology Sport,2,42126,2018,Manual,Petrol,11350,0
Vauxhall,ADAM,1.4,ROCKS AIR,2,25428,2015,Manual,Petrol,8150,0
Fiat,500,1.0,MHEV Sport,2,11114,2020,Manual,Petrol,10700,0
Mini,Hatch,1.5,Cooper,2,39568,2018,Manual,Petrol,11350,0
Abarth,595,1.4,T-Jet,2,29845,2018,Manual,Petrol,11000,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,22312,2016,Manual,Petrol,8250,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,39851,2017,Manual,Petrol,8300,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,52515,2016,Manual,Petrol,8300,0
Volkswagen,Polo,1.2,TSI BlueMotion Tech Match,2,79493,2016,Manual,Petrol,8350,0
Mini,Hatch,1.5,One Classic,2,64451,2020,Manual,Petrol,11250,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,37715,2016,Manual,Petrol,8400,0
Smart,fortwo,0.9,Prime (Premium) Twinamic,2,28936,2019,Auto,Petrol,10250,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,42360,2017,Manual,Petrol,8450,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,34418,2017,Manual,Petrol,8550,0
Mini,Hatch,1.2,One,2,40942,2016,Manual,Petrol,8550,0
Mini,Hatch,1.5,Cooper,2,27852,2016,Manual,Petrol,8800,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,42451,2018,Manual,Petrol,10900,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,20627,2018,Manual,Petrol,10950,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,46715,2019,Manual,Petrol,10750,0
Seat,Ibiza,1.2,TSI FR Sport,2,61162,2017,Manual,Petrol,8650,0
Smart,fortwo,1.0,Prime (Premium) Twinamic,2,31063,2017,Auto,Petrol,8650,0
Volkswagen,up!,1.0,High up!,2,8018,2016,Manual,Petrol,8700,0
Peugeot,208,1.6,THP GTi Prestige,2,41472,2015,Manual,Petrol,8850,0
Peugeot,208,1.6,THP GTi Prestige,2,54412,2016,Manual,Petrol,8950,0
Mini,Hatch,1.5,Cooper,2,31290,2018,Manual,Petrol,12200,0
Ford,Fiesta,1.0,EcoBoost Zetec B&O Play Series,2,13921,2018,Manual,Petrol,11350,0
Volkswagen,Polo,1.0,Match Edition,2,59043,2017,Manual,Petrol,9150,0
Ford,Fiesta,1.0,EcoBoost Titanium,2,34561,2018,Manual,Petrol,9800,0
Fiat,500,1.2,Lounge,2,21697,2017,Manual,Petrol,7700,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,49748,2016,Manual,Petrol,7750,0
Kia,Picanto,1.0,SR7,2,19985,2016,Manual,Petrol,7750,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,46877,2018,Manual,Petrol,10100,0
Peugeot,208,1.2,PureTech GT Line,2,56273,2016,Manual,Petrol,7800,0
Fiat,500,1.0,MHEV Star,2,14858,2020,Manual,Petrol,10450,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,35041,2017,Manual,Petrol,7850,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,11607,2016,Manual,Petrol,8000,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,56327,2018,Manual,Petrol,10050,0
Ford,Fiesta,1.1,Ti-VCT Zetec B&O Play Series,2,3196,2018,Manual,Petrol,10300,0
Vauxhall,Corsa,1.4,Turbo ecoTEC SRi VX Line,2,37504,2017,Manual,Petrol,7950,0
Vauxhall,ADAM,1.4,GLAM,2,26354,2016,Manual,Petrol,7950,0
DS,DS 3,1.2,PureTech Elegance,2,37241,2016,Manual,Petrol,7950,0
Ford,Fiesta,1.0,EcoBoost Zetec,2,22693,2016,Manual,Petrol,7950,0
Mini,Hatch,1.5,Cooper Classic,2,16198,2019,Manual,Petrol,11800,0
Ford,Ka,1.2,Zetec Black Edition,2,7066,2016,Manual,hybrid,8050,0
Vauxhall,Corsa,1.4,ecoFLEX Energy (a/c),2,18608,2017,Manual,Petrol,8050,0
Ford,Fiesta,1.25,Zetec Blue Edition,2,40900,2017,Manual,Petrol,8100,0
Seat,Leon,1.4,TSI FR Technology Sport,2,42126,2018,Manual,Petrol,11350,0
Vauxhall,ADAM,1.4,ROCKS AIR,2,25428,2015,Manual,Petrol,8150,0
Fiat,500,1.0,MHEV Sport,2,11114,2020,Manual,Petrol,10700,0
Mini,Hatch,1.5,Cooper,2,39568,2018,Manual,Petrol,11350,0
Abarth,595,1.4,T-Jet,2,29845,2018,Manual,Petrol,11000,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,22312,2016,Manual,Petrol,8250,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,39851,2017,Manual,Petrol,8300,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,52515,2016,Manual,Petrol,8300,0
Volkswagen,Polo,1.2,TSI BlueMotion Tech Match,2,79493,2016,Manual,Petrol,8350,0
Mini,Hatch,1.5,One Classic,2,64451,2020,Manual,Petrol,11250,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,37715,2016,Manual,Petrol,8400,0
Smart,fortwo,0.9,Prime (Premium) Twinamic,2,28936,2019,Auto,Petrol,10250,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,42360,2017,Manual,Petrol,8450,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,34418,2017,Manual,Petrol,8550,0
Mini,Hatch,1.2,One,2,40942,2016,Manual,Petrol,8550,0
Mini,Hatch,1.5,Cooper,2,27852,2016,Manual,Petrol,8800,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,42451,2018,Manual,Petrol,10900,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,20627,2018,Manual,Petrol,10950,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,46715,2019,Manual,Petrol,10750,0
Seat,Ibiza,1.2,TSI FR Sport,2,61162,2017,Manual,Petrol,8650,0
Smart,fortwo,1.0,Prime (Premium) Twinamic,2,31063,2017,Auto,Petrol,8650,0
Volkswagen,up!,1.0,High up!,2,8018,2016,Manual,Petrol,8700,0
Peugeot,208,1.6,THP GTi Prestige,2,41472,2015,Manual,Petrol,8850,0
Peugeot,208,1.6,THP GTi Prestige,2,54412,2016,Manual,Petrol,8950,0
Mini,Hatch,1.5,Cooper,2,31290,2018,Manual,Petrol,12200,0
Ford,Fiesta,1.0,EcoBoost Zetec B&O Play Series,2,13921,2018,Manual,Petrol,11350,0
Volkswagen,Polo,1.0,Match Edition,2,59043,2017,Manual,Petrol,9150,0
Ford,Fiesta,1.0,EcoBoost Titanium,2,34561,2018,Manual,Petrol,9800,0
Fiat,500,1.2,Lounge,2,21697,2017,Manual,Petrol,7700,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,49748,2016,Manual,Petrol,7750,0
Kia,Picanto,1.0,SR7,2,19985,2016,Manual,Petrol,7750,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,46877,2018,Manual,Petrol,10100,0
Peugeot,208,1.2,PureTech GT Line,2,56273,2016,Manual,Petrol,7800,0
Fiat,500,1.0,MHEV Star,2,14858,2020,Manual,Petrol,10450,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,35041,2017,Manual,Petrol,7850,0
Vauxhall,Corsa,1.4,ecoFLEX Limited Edition,2,11607,2016,Manual,Petrol,8000,0
Ford,Fiesta,1.0,EcoBoost ST-Line X,2,56327,2018,Manual,Petrol,10050,0
Ford,Fiesta,1.1,Ti-VCT Zetec B&O Play Series,2,3196,2018,Manual,Petrol,10300,0
Vauxhall,Corsa,1.4,Turbo ecoTEC SRi VX Line,2,37504,2017,Manual,Petrol,7950,0
Vauxhall,ADAM,1.4,GLAM,2,26354,2016,Manual,Petrol,7950,0
DS,DS 3,1.2,PureTech Elegance,2,37241,2016,Manual,Petrol,7950,0
Ford,Fiesta,1.0,EcoBoost Zetec,2,22693,2016,Manual,Petrol,7950,0
Mini,Hatch,1.5,Cooper Classic,2,16198,2019,Manual,Petrol,11800,0
Ford,Ka,1.2,Zetec Black Edition,2,7066,2016,Manual,hybrid,8050,0
Vauxhall,Corsa,1.4,ecoFLEX Energy (a/c),2,18608,2017,Manual,Petrol,8050,0
Ford,Fiesta,1.25,Zetec Blue Edition,2,40900,2017,Manual,Petrol,8100,0
Seat,Leon,1.4,TSI FR Technology Sport,2,42126,2018,Manual,Petrol,11350,0
Vauxhall,ADAM,1.4,ROCKS AIR,2,25428,2015,Manual,Petrol,8150,0
Fiat,500,1.0,MHEV Sport,2,11114,2020,Manual,Petrol,10700,0
Mini,Hatch,1.5,Cooper,2,39568,2018,Manual,Petrol,11350,0
Abarth,595,1.4,T-Jet,2,29845,2018,Manual,Petrol,11000,0
Vauxhall,ADAM,1.2,ecoFLEX ENERGISED,2,22312,2016,Manual,Petrol,8250,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,39851,2017,Manual,Petrol,8300,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,52515,2016,Manual,Petrol,8300,0
Volkswagen,Polo,1.2,TSI BlueMotion Tech Match,2,79493,2016,Manual,Petrol,8350,0
Mini,Hatch,1.5,One Classic,2,64451,2020,Manual,Petrol,11250,0
Ford,Fiesta,1.0,EcoBoost Zetec S,2,37715,2016,Manual,Petrol,8400,0
Smart,fortwo,0.9,Prime (Premium) Twinamic,2,28936,2019,Auto,Petrol,10250,0
Ford,Fiesta,1.0,EcoBoost ST-Line,2,42360,2017,Manual,Petrol,8450,0
Ford,Fiesta,1.1,Ti-VCT Zetec,2,34418,2017,Manual,Petrol,8550,0
Mini,Hatch,1.2,One,2,40942,2016,Manual,Petrol,8550,0
Mini,Hatch,1.5,Cooper,2,27852,2016,Manual,Petrol,8800,0
